classname , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs ,,,,, 
org::eclipse::pde::internal::core::AbstractModelManager ,8,1,7,1,10,2,1,0,21,5,6,1,0,0,4,11,7,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::SchemaInputContextManager ,2,2,1,1,3,0,0,0,10,3,29,0,1,0,2,6,4,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::SchemaSpecSection ,8,3,1,7,36,0,3,0,79,9,21,3,0,0,9,44,11,0,,,,, 
org::eclipse::pde::internal::core::builders::XMLErrorReporter ,25,1,10,15,406,2,16,0,260,29,30,11,9,0,17,136,66,0,,,,, 
org::eclipse::pde::internal::core::product::ProductModelFactory ,12,1,1,11,66,0,1,0,36,12,17,1,0,0,12,23,12,1,,,,, 
org::eclipse::pde::internal::ui::editor::actions::PDEActionConstants ,0,1,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::NewElementAction ,9,1,1,8,3,0,3,0,27,3,0,2,1,0,2,17,5,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::SchemaSourcePage ,6,4,1,5,45,0,0,0,39,10,70,0,0,0,7,19,10,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::PDEWordFinder ,3,1,2,1,1,0,0,0,45,2,6,0,0,0,2,10,11,0,,,,, 
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpEditor ,16,3,0,16,300,0,0,1,186,25,72,0,5,0,11,82,49,0,,,,, 
org::eclipse::pde::internal::ui::nls::ExternalizeStringsLabelProvider ,3,1,1,2,6,0,1,0,26,4,0,1,0,0,4,11,9,0,,,,, 
org::eclipse::pde::internal::ui::util::OverlayIcon ,0,2,0,0,1,0,1,2,9,2,8,1,0,0,1,4,3,0,,,,, 
org::eclipse::pde::internal::ui::parts::StatusInfo ,0,1,0,0,136,0,2,0,59,17,6,2,0,0,17,20,17,0,,,,, 
org::eclipse::pde::internal::core::RequiredPluginsClasspathContainer ,18,2,1,17,190,0,4,0,343,20,12,4,12,0,5,199,108,0,,,,, 
org::eclipse::pde::internal::ui::tests::macro::WindowCommandTarget ,3,2,2,1,3,1,0,0,10,3,11,0,0,0,2,6,3,0,,,,, 
org::eclipse::pde::internal::ui::editor::feature::URLDetailsSection ,13,3,1,12,153,0,3,0,176,18,21,3,7,0,11,84,45,0,,,,, 
org::eclipse::pde::internal::ui::editor::context::XMLInputContext ,14,3,1,13,253,7,2,1,440,23,41,0,13,0,1,245,102,0,,,,, 
org::eclipse::pde::internal::ui::wizards::feature::CreateFeatureProjectOperation ,10,2,3,7,1,1,1,3,16,2,7,0,0,0,1,11,4,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSBlock ,7,2,1,6,28,0,5,0,67,8,8,5,0,0,6,18,14,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::ExtensionAttributePointDectector ,10,1,1,9,66,0,3,0,123,12,6,3,4,0,8,39,32,0,,,,, 
org::eclipse::pde::internal::core::text::bundle::ExecutionEnvironment ,4,3,3,1,3,0,1,4,9,3,44,1,0,0,3,5,3,0,,,,, 
org::eclipse::pde::internal::ui::editor::contentassist::TypeCompletionProposal ,4,1,2,2,66,0,7,0,68,12,6,1,0,0,12,22,14,0,,,,, 
org::eclipse::pde::internal::ui::correction::RemoveImportPackageResolution ,3,3,1,2,6,0,1,5,16,4,14,1,0,0,3,9,5,0,,,,, 
org::eclipse::pde::internal::ui::util::TemplateFileGenerator ,17,1,1,16,120,0,11,0,387,16,7,6,7,0,5,187,107,0,,,,, 
org::eclipse::pde::internal::ui::wizards::product::TextEditUtilities ,5,1,0,5,21,0,0,0,82,7,6,0,5,0,2,59,20,0,,,,, 
org::eclipse::pde::internal::ui::commands::CommandCopyFilter ,1,1,1,0,36,0,5,0,25,9,6,1,1,0,6,19,8,0,,,,, 
org::eclipse::pde::internal::ui::correction::UnsupportedSingletonDirectiveResolution ,3,3,1,2,6,0,0,5,19,4,14,0,0,0,3,7,6,0,,,,, 
org::eclipse::pde::internal::ui::wizards::cheatsheet::RegisterSimpleCSWizardPage ,3,2,1,2,3,0,0,5,9,3,21,0,0,0,3,5,3,0,,,,, 
org::eclipse::pde::internal::core::cheatsheet::comp::CompCSTaskGroup ,9,5,1,8,171,0,2,99,147,19,137,2,0,0,17,70,40,0,,,,, 
org::eclipse::pde::internal::core::product::JREInfo ,6,3,1,5,21,0,9,0,104,7,33,9,1,0,6,65,35,0,,,,, 
org::eclipse::pde::internal::ui::wizards::product::RemoveSplashHandlerBindingAction ,9,1,1,8,78,0,5,14,137,13,0,5,5,0,8,44,33,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::XMLWhitespaceDetector ,2,1,2,0,1,0,0,0,3,2,6,0,0,0,2,2,4,0,,,,, 
org::eclipse::pde::internal::ui::editor::SourceOutlinePage ,2,2,1,1,45,0,8,1,95,10,4,7,1,1,9,36,20,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::JavaAttributeWizard ,5,1,2,3,21,1,6,0,71,7,0,5,1,0,5,35,17,0,,,,, 
org::eclipse::pde::internal::core::ExtensionDeltaEvent ,1,1,1,0,10,0,4,3,18,5,10,4,0,0,5,5,5,0,,,,, 
org::eclipse::pde::internal::core::text::bundle::FragmentHostHeader ,5,5,4,1,10,0,1,4,15,5,64,1,0,0,5,10,5,0,,,,, 
org::eclipse::pde::internal::ui::editor::PDEProjectionViewer ,1,1,0,1,10,0,3,0,57,5,0,2,0,0,5,15,17,0,,,,, 
org::eclipse::pde::internal::core::build::BuildModelFactory ,3,1,1,2,1,0,1,0,8,2,7,1,0,0,2,4,2,0,,,,, 
org::eclipse::pde::internal::core::PDEManager ,15,1,12,4,15,0,0,0,69,6,6,0,2,0,4,36,23,0,,,,, 
org::eclipse::pde::internal::ui::editor::target::LocationDialog ,11,1,0,11,78,0,5,0,148,13,0,5,6,0,1,64,28,0,,,,, 
org::eclipse::pde::internal::ui::refactoring::PDERefactor ,5,1,5,0,1,0,1,0,7,2,0,0,0,1,2,2,2,0,,,,, 
org::eclipse::pde::internal::ui::views::dependencies::CalleesTreeContentProvider ,3,4,1,2,10,0,0,0,35,5,18,0,0,0,5,12,11,0,,,,, 
org::eclipse::pde::internal::ui::editor::build::BuildPage ,17,2,3,14,45,0,6,0,102,10,28,5,6,0,2,58,16,0,,,,, 
org::eclipse::pde::internal::ui::wizards::tools::OrganizeManifestsAction ,5,1,1,4,10,0,1,0,43,5,6,1,0,0,5,22,13,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSDetails ,8,4,1,7,21,0,3,0,81,7,32,3,0,0,7,27,11,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::ManifestSourcePage ,18,4,3,15,78,0,7,0,101,13,70,7,0,0,11,55,28,0,,,,, 
org::eclipse::pde::internal::core::util::PropertiesUtil ,13,1,9,4,15,0,1,0,156,6,6,1,0,0,6,56,37,0,,,,, 
org::eclipse::pde::internal::ui::editor::contentassist::display::HTML2TextReader ,7,3,1,6,78,0,10,1,216,13,35,10,5,0,2,95,72,0,,,,, 
org::eclipse::pde::ui::launcher::TracingTab ,6,2,3,3,55,0,2,0,43,11,6,2,0,0,11,29,12,0,,,,, 
org::eclipse::pde::internal::ui::refactoring::RenamePluginProcessor ,10,1,1,9,78,0,1,0,108,13,0,0,2,1,9,74,27,0,,,,, 
org::eclipse::pde::internal::ui::correction::AddDefaultExecutionEnvironmentResolution ,1,3,0,1,3,0,1,5,23,3,14,1,0,0,2,10,6,0,,,,, 
org::eclipse::pde::internal::core::ClasspathUtilCore ,39,1,19,20,91,0,0,0,146,14,6,0,4,0,9,99,53,0,,,,, 
org::eclipse::pde::internal::ui::editor::actions::CollapseAction ,2,1,2,0,3,0,3,0,27,3,0,3,1,0,2,7,6,0,,,,, 
org::eclipse::pde::ui::templates::PluginReference ,24,2,21,3,28,0,3,15,36,8,12,3,0,0,8,13,13,0,,,,, 
org::eclipse::pde::internal::ui::launcher::VMHelper ,8,1,5,3,3,0,0,0,29,3,6,0,0,0,3,15,9,0,,,,, 
org::eclipse::pde::internal::ui::refactoring::BundleManifestChange ,20,1,6,14,78,0,0,0,183,13,6,0,9,0,4,104,45,1,,,,, 
org::eclipse::pde::internal::core::builders::SchemaTransformer ,20,1,4,16,253,0,10,0,347,23,6,8,21,0,2,172,93,1,,,,, 
org::eclipse::pde::internal::core::natures::PDE ,4,1,4,0,3,0,8,0,24,3,6,0,0,0,3,9,3,0,,,,, 
org::eclipse::pde::internal::ui::views::plugins::ImportActionGroup ,5,1,3,3,10,0,0,0,51,5,0,0,2,0,3,31,19,0,,,,, 
org::eclipse::pde::internal::ui::refactoring::PluginManifestChange ,19,1,1,18,10,0,0,0,111,5,6,0,4,0,1,61,35,0,,,,, 
org::eclipse::pde::internal::core::target::TargetPlugin ,6,3,2,4,21,0,3,0,26,7,34,3,0,0,7,14,9,0,,,,, 
org::eclipse::pde::internal::ui::wizards::cheatsheet::CSCategoryTrackerUtil ,2,1,1,1,21,0,6,0,42,7,6,3,0,0,7,18,8,0,,,,, 
org::eclipse::pde::internal::ui::wizards::toc::RegisterTocOperation ,30,1,1,29,136,0,8,0,304,17,0,2,14,0,2,123,50,0,,,,, 
org::eclipse::pde::internal::ui::search::PluginSearchPage ,4,1,0,4,136,0,8,0,240,17,0,8,13,0,4,96,49,0,,,,, 
org::eclipse::pde::core::ModelChangedEvent ,4,1,4,0,21,1,6,4,26,7,12,6,0,0,7,7,8,1,,,,, 
org::eclipse::pde::internal::ui::wizards::imports::BaseImportWizardSecondPage ,17,1,3,14,105,2,9,0,162,15,1,3,2,0,7,94,45,1,,,,, 
org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewListPage ,3,2,1,2,6,0,0,4,31,4,15,0,0,0,1,10,7,0,,,,, 
org::eclipse::pde::internal::ui::wizards::Category ,2,1,1,1,6,0,5,0,23,4,6,2,0,0,4,11,7,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::ExportPackageVisibilitySection ,23,5,1,22,171,0,10,2,251,19,72,10,8,0,7,118,62,0,,,,, 
org::eclipse::pde::internal::ui::editor::feature::DataSection ,23,5,1,22,253,0,4,2,265,23,72,4,6,0,10,154,57,0,,,,, 
org::eclipse::pde::internal::ui::wizards::tools::OrganizeManifestsWizardPage ,8,1,5,3,120,0,18,25,283,16,0,18,13,0,1,95,36,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::rows::ButtonAttributeRow ,3,4,1,2,6,3,0,7,22,4,36,0,0,0,2,9,4,0,,,,, 
org::eclipse::pde::internal::core::cheatsheet::comp::CompCSOnCompletion ,2,5,1,1,3,0,1,92,10,3,88,1,0,0,3,4,3,0,,,,, 
org::eclipse::pde::internal::ui::editor::PDEDragAdapter ,7,1,1,6,66,0,6,0,179,12,7,3,0,0,5,49,39,0,,,,, 
org::eclipse::pde::internal::core::TargetPlatformResetJob ,13,1,2,11,3,0,1,0,31,3,0,1,1,0,1,25,6,0,,,,, 
org::eclipse::pde::internal::ui::editor::feature::FeatureInputContext ,13,4,1,12,45,0,1,3,93,10,51,0,2,0,2,42,15,2,,,,, 
org::eclipse::pde::internal::ui::tests::macro::XMLDefaultHandler ,9,1,1,8,55,0,5,0,60,11,30,5,0,0,11,44,15,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::PluginXMLTextHover ,20,2,2,18,45,0,1,0,125,10,11,1,8,0,2,80,48,0,,,,, 
org::eclipse::pde::internal::ui::search::ClassSearchParticipant ,20,1,0,20,91,0,13,0,188,14,6,13,10,0,4,99,66,3,,,,, 
org::eclipse::pde::internal::core::feature::IdentifiableObject ,11,3,8,3,10,3,2,6,23,5,39,1,0,0,3,14,7,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::PluginXMLConfiguration ,5,3,1,4,6,0,3,2,26,4,25,3,0,0,4,13,9,0,,,,, 
org::eclipse::pde::internal::core::plugin::AbbreviatedFragmentModel ,1,9,0,1,1,0,2,4,8,2,176,2,0,0,2,4,2,0,,,,, 
org::eclipse::pde::internal::ui::wizards::extension::NewExtensionPointWizard ,4,2,1,3,6,1,5,0,21,4,8,5,0,0,4,11,5,0,,,,, 
org::eclipse::pde::internal::ui::tests::macro::MacroInstruction ,5,1,3,2,21,2,2,0,31,7,8,2,0,0,5,11,10,0,,,,, 
org::eclipse::pde::internal::core::plugin::WorkspacePluginModelBase ,14,7,6,8,153,3,5,4,92,18,120,5,0,0,16,43,24,2,,,,, 
org::eclipse::pde::internal::ui::wizards::plugin::NewFragmentProjectWizard ,12,2,1,11,21,0,5,0,60,7,8,5,0,0,7,30,8,0,,,,, 
org::eclipse::pde::internal::ui::editor::FormEntryAdapter ,20,2,16,4,36,10,2,0,33,9,11,1,0,0,9,22,11,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::PluginInputContext ,13,4,1,12,21,0,2,3,99,7,51,1,0,0,4,60,25,0,,,,, 
org::eclipse::pde::internal::ui::correction::AppendSeperatorBuildEntryResolution ,3,3,1,2,3,0,0,7,13,3,14,0,0,0,2,6,3,0,,,,, 
org::eclipse::pde::internal::core::target::EnvironmentInfo ,5,3,1,4,120,0,5,4,96,16,42,5,1,0,15,71,48,0,,,,, 
org::eclipse::pde::internal::core::plugin::PluginObject ,33,2,23,10,496,4,7,1,162,32,21,5,0,0,23,76,63,0,,,,, 
org::eclipse::pde::internal::ui::util::AbstractOverlayIcon ,0,1,0,0,28,2,4,0,79,8,0,2,0,0,1,23,29,0,,,,, 
org::eclipse::pde::internal::ui::tests::macro::ExpansionCommand ,3,4,1,2,21,0,1,2,36,7,35,0,1,0,3,19,12,0,,,,, 
org::eclipse::pde::internal::ui::editor::product::IntroSection ,24,3,1,23,105,0,5,0,194,15,21,5,10,0,5,115,41,1,,,,, 
org::eclipse::pde::internal::ui::wizards::exports::ProductConfigurationSection ,8,1,1,8,66,0,5,0,183,12,6,5,1,0,2,84,49,0,,,,, 
org::eclipse::pde::internal::core::BinaryRepositoryProvider ,2,1,2,2,45,0,3,0,51,10,0,2,3,0,7,20,15,2,,,,, 
org::eclipse::pde::internal::core::util::PatternConstructor ,13,1,11,2,6,0,5,0,24,4,6,5,2,0,2,16,7,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::ManifestHyperlinkDetector ,17,2,1,16,6,0,0,0,77,4,11,0,0,0,1,43,22,0,,,,, 
org::eclipse::pde::internal::ui::views::plugins::PluginsView ,44,1,15,30,820,0,28,0,739,41,1,28,29,0,7,284,139,1,,,,, 
org::eclipse::pde::internal::ui::tests::macro::ModifyCommand ,7,2,1,6,36,0,2,0,78,9,18,1,2,0,6,41,23,0,,,,, 
org::eclipse::pde::internal::ui::nls::GetNonExternalizedStringsAction ,7,1,1,6,10,0,1,0,33,5,6,1,0,0,5,17,7,0,,,,, 
org::eclipse::pde::internal::ui::wizards::tools::OrganizeManifestsWizard ,3,1,1,2,3,0,1,0,16,3,0,1,0,0,2,9,3,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSEditor ,7,4,0,7,120,0,0,1,69,16,73,0,0,0,8,36,19,0,,,,, 
org::eclipse::pde::internal::ui::templates::osgi::OSGiSimpleLogServiceTemplate ,3,5,1,2,28,0,2,13,30,8,80,0,0,0,7,14,8,0,,,,, 
org::eclipse::pde::internal::ui::editor::toc::TocInputContext ,8,4,1,7,15,0,1,3,50,6,51,0,0,0,3,30,10,0,,,,, 
org::eclipse::pde::internal::ui::editor::feature::SynchronizeVersionsWizard ,3,1,1,2,3,0,2,0,14,3,0,2,0,0,3,8,3,0,,,,, 
org::eclipse::pde::internal::core::text::DocumentElementNode ,51,2,41,10,2080,3,14,7,457,65,62,11,7,0,47,195,109,3,,,,, 
org::eclipse::pde::internal::ui::templates::rcp::HelloRCPNewWizard ,2,6,0,2,1,0,0,0,7,2,20,0,0,0,2,5,2,0,,,,, 
org::eclipse::pde::internal::core::ClasspathHelper ,28,1,4,24,45,0,1,0,277,10,6,1,8,0,2,181,85,0,,,,, 
org::eclipse::pde::ui::launcher::EclipseApplicationLaunchConfiguration ,16,2,0,16,45,0,1,1,188,10,19,1,5,0,2,137,43,0,,,,, 
org::eclipse::pde::internal::ui::parts::SharedPartWithButtons ,40,2,39,2,66,2,3,0,71,12,12,2,0,0,5,34,25,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::AnnotationModelFactory ,2,1,0,2,0,0,0,0,7,1,6,0,0,0,1,4,2,0,,,,, 
org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentOperation ,9,1,1,8,15,0,4,0,90,6,6,4,4,0,2,45,25,0,,,,, 
org::eclipse::pde::internal::ui::wizards::toc::RegisterTocWizard ,3,1,1,2,10,0,2,0,27,5,0,2,1,0,4,13,5,0,,,,, 
org::eclipse::ui::internal::views::log::LogViewLabelProvider ,9,1,2,8,21,0,10,0,89,7,0,9,0,1,7,34,31,0,,,,, 
org::eclipse::pde::core::plugin::ModelEntry ,25,1,23,2,36,1,3,0,78,9,0,1,1,0,8,39,26,0,,,,, 
org::eclipse::pde::internal::ui::search::dialogs::PluginArtifactSearchHandler ,4,1,0,4,1,0,0,0,26,2,0,0,1,0,1,17,6,1,,,,, 
org::eclipse::pde::internal::core::TargetWeaver ,10,1,3,7,6,0,3,0,76,4,6,3,0,0,3,37,23,0,,,,, 
org::eclipse::pde::internal::ui::parts::PDESourceViewer ,11,1,4,7,66,0,6,0,139,12,6,6,4,0,8,52,28,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::ExtensionPointDetails ,14,3,0,14,136,0,8,0,272,17,14,8,4,0,13,82,38,1,,,,, 
org::eclipse::pde::internal::ui::templates::ide::HelloWorldCmdNewWizard ,2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::LoopDialog ,4,1,2,2,10,0,3,0,38,5,0,3,0,0,1,15,5,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::MissingResourcePage ,2,2,1,1,1,0,0,0,17,2,28,0,0,0,1,6,3,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSRemoveSubStepAction ,4,1,1,3,10,0,2,0,46,5,0,2,1,0,4,16,11,0,,,,, 
org::eclipse::pde::internal::ui::wizards::exports::BaseExportWizardPage ,17,2,9,10,406,2,6,0,199,29,3,1,1,0,4,126,53,2,,,,, 
org::eclipse::pde::internal::ui::editor::site::CategoryDetailsSection ,14,3,0,14,136,0,7,0,217,17,21,7,7,0,10,104,49,0,,,,, 
org::eclipse::pde::internal::ui::wizards::imports::FeatureImportOperation ,18,1,2,16,36,0,5,0,176,9,6,5,7,0,2,98,35,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::DocSection ,17,3,1,16,190,0,7,0,239,20,21,7,7,0,12,123,54,0,,,,, 
org::eclipse::pde::internal::ui::editor::OpenManifestAction ,3,1,0,3,10,0,1,0,53,5,6,1,0,0,5,19,12,0,,,,, 
org::eclipse::pde::internal::core::plugin::IdentifiablePluginObject ,6,3,3,3,10,3,2,4,22,5,55,1,0,0,5,12,7,0,,,,, 
org::eclipse::pde::internal::ui::editor::feature::URLSection ,23,5,1,22,171,0,4,2,236,19,72,4,4,0,9,128,37,0,,,,, 
org::eclipse::pde::internal::ui::search::dependencies::AddNewDependenciesOperation ,27,1,2,25,153,2,3,0,329,18,0,1,4,0,2,209,93,1,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSRemoveStepAction ,3,1,1,2,10,0,2,0,38,5,0,2,1,0,4,11,8,0,,,,, 
org::eclipse::pde::internal::ui::search::dependencies::CalculateUsesOperation ,10,1,2,8,45,0,2,0,151,10,0,2,0,0,1,80,38,0,,,,, 
org::eclipse::pde::internal::ui::launcher::OSGiMigrationDelegate ,3,2,0,3,1,0,0,0,19,2,8,0,0,0,2,18,7,0,,,,, 
org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpCommandDetails ,4,4,1,3,28,0,3,0,54,8,34,3,0,0,6,25,11,0,,,,, 
org::eclipse::pde::internal::ui::ShowErrorInStackTraceConsoleAction ,2,1,0,2,3,0,2,0,24,3,6,2,0,0,3,10,9,0,,,,, 
org::eclipse::pde::internal::ui::editor::AbstractFoldingStructureProvider ,2,2,0,2,21,3,2,0,53,7,10,2,1,0,6,33,14,0,,,,, 
org::eclipse::pde::internal::ui::wizards::WizardElement ,17,3,14,3,91,0,10,1,103,14,19,3,2,0,12,42,32,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::ArgumentRule ,2,1,1,1,3,0,1,0,16,3,0,1,0,0,1,7,4,0,,,,, 
org::eclipse::pde::internal::ui::correction::RemoveLazyLoadingDirectiveResolution ,2,3,0,2,3,0,1,5,10,3,14,1,0,0,2,5,3,0,,,,, 
org::eclipse::pde::internal::ui::views::dependencies::HistoryListDialog ,5,1,1,4,36,0,5,0,140,9,0,5,3,0,4,36,14,0,,,,, 
org::eclipse::pde::internal::ui::tests::macro::RecordAction ,3,1,0,3,28,0,1,2,31,8,9,1,0,0,8,24,9,0,,,,, 
org::eclipse::pde::internal::ui::tests::macro::CommandTarget ,10,1,9,1,10,3,2,0,21,5,6,2,0,0,5,9,7,0,,,,, 
org::eclipse::pde::internal::ui::search::PreviewReferenceAction ,3,1,1,2,6,0,2,0,21,4,6,2,0,0,4,10,7,0,,,,, 
org::eclipse::pde::internal::ui::editor::target::ContentPage ,5,2,1,4,6,0,1,0,22,4,28,0,1,0,1,13,4,0,,,,, 
org::eclipse::pde::internal::ui::wizards::extension::BaseExtensionPointMainPage ,23,1,2,21,210,2,12,0,385,21,0,0,7,0,6,126,49,0,,,,, 
org::eclipse::pde::internal::ui::wizards::exports::JNLPTab ,1,1,1,0,45,0,9,0,85,10,6,9,2,0,2,28,15,0,,,,, 
org::eclipse::pde::internal::core::plugin::WorkspaceExtensionsModel ,10,7,3,7,171,0,5,3,82,19,92,5,0,0,16,41,23,1,,,,, 
org::eclipse::pde::internal::ui::editor::text::XMLPartitionScanner ,3,1,2,1,0,0,3,0,6,1,0,0,0,0,1,6,1,0,,,,, 
org::eclipse::pde::internal::ui::nls::ModelChangeFile ,5,1,5,0,15,0,4,0,20,6,6,4,0,0,2,7,7,0,,,,, 
org::eclipse::pde::internal::core::builders::FragmentErrorReporter ,4,5,1,3,3,0,0,5,19,3,89,0,0,0,1,12,6,0,,,,, 
org::eclipse::pde::internal::ui::correction::UpdateClasspathResolution ,2,2,1,1,6,0,0,5,17,4,12,0,0,0,3,7,4,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::DependencyAnalysisSection ,8,3,1,7,10,0,1,0,59,5,21,1,1,0,1,31,15,1,,,,, 
org::eclipse::pde::internal::core::AbstractModel ,37,3,31,6,210,7,6,0,78,21,23,5,0,0,18,47,28,0,,,,, 
org::eclipse::pde::internal::ui::editor::context::ManifestDocumentSetupParticipant ,4,1,3,1,3,0,0,0,10,3,6,0,1,0,2,7,3,0,,,,, 
org::eclipse::pde::internal::core::PDEState ,30,2,6,26,435,0,6,6,343,30,19,6,11,0,18,220,88,1,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::BlankQuery ,4,1,2,2,15,0,1,0,19,6,6,1,0,0,5,10,6,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSMasterTreeSection ,32,5,1,31,703,0,17,2,788,38,75,17,20,0,11,325,177,0,,,,, 
org::eclipse::pde::internal::ui::correction::UpdateActivationResolution ,7,3,0,7,6,0,1,5,50,4,14,1,0,0,3,30,11,0,,,,, 
org::eclipse::pde::internal::core::P2Utils ,11,1,2,9,6,0,5,0,170,4,6,4,1,0,3,90,36,5,,,,, 
org::eclipse::pde::internal::core::feature::FeatureObject ,26,2,17,9,253,5,5,1,104,23,14,1,0,3,11,51,32,0,,,,, 
org::eclipse::pde::internal::core::schema::StorageSchemaDescriptor ,3,1,1,2,36,0,2,0,40,9,11,2,0,0,8,18,13,0,,,,, 
org::eclipse::pde::internal::ui::editor::product::FeatureSection ,32,5,2,31,465,0,2,2,350,31,72,2,15,0,8,195,86,1,,,,, 
org::eclipse::pde::internal::ui::editor::PDEHyperlinkDetector ,0,1,0,0,10,3,1,0,29,5,6,1,0,0,2,10,10,0,,,,, 
org::eclipse::pde::internal::core::cheatsheet::comp::CompCSParam ,5,4,1,4,105,0,3,62,71,15,57,3,0,0,10,31,21,0,,,,, 
org::eclipse::pde::internal::ui::editor::MultiSourceEditor ,11,2,8,3,3,8,0,1,31,3,69,0,0,0,0,17,8,0,,,,, 
org::eclipse::pde::internal::ui::wizards::provisioner::update::UpdateSiteProvisionerWizard ,5,3,0,5,6,0,2,0,33,4,1,2,0,0,4,19,6,0,,,,, 
org::eclipse::pde::internal::ui::editor::context::InputContext ,79,1,69,12,780,2,11,0,376,40,6,10,7,0,22,147,87,0,,,,, 
org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpDescriptionDetails ,4,4,1,3,28,0,2,0,46,8,34,2,0,0,6,24,11,0,,,,, 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDescription ,3,5,1,2,21,0,1,110,21,7,409,1,0,0,7,11,7,0,,,,, 
org::eclipse::pde::internal::ui::commands::CommandComposerDialog ,2,1,0,2,28,0,3,0,56,8,0,3,1,0,4,27,10,0,,,,, 
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpInputContextManager ,2,2,1,1,1,0,0,0,10,2,29,0,0,0,2,4,3,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::NewReferenceAction ,4,1,1,3,1,0,2,0,16,2,0,2,0,0,2,10,4,0,,,,, 
org::eclipse::pde::internal::core::builders::PDEBuilderHelper ,6,1,2,4,1,0,0,0,38,2,6,0,0,0,2,18,11,0,,,,, 
org::eclipse::pde::internal::ui::build::FeatureExportJob ,5,1,2,3,15,3,1,0,53,6,0,0,1,0,1,28,7,0,,,,, 
org::eclipse::pde::internal::ui::editor::site::DescriptionSection ,10,3,1,9,91,0,3,0,156,14,21,3,4,0,10,82,29,0,,,,, 
org::eclipse::pde::internal::ui::editor::site::SiteEditorContributor ,0,3,0,0,1,0,0,3,6,2,33,0,0,0,1,2,2,0,,,,, 
org::eclipse::pde::internal::ui::preferences::CompilersPreferencePage ,2,1,0,2,36,0,4,0,74,9,0,3,0,0,6,28,15,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::AbstractSchemaDetails ,22,3,10,12,595,5,15,0,313,35,14,13,2,0,16,117,70,0,,,,, 
org::eclipse::pde::internal::ui::wizards::exports::AbstractExportWizardPage ,1,1,1,0,3,3,0,0,3,3,0,0,0,0,0,3,1,0,,,,, 
org::eclipse::pde::internal::ui::wizards::PluginSelectionDialog ,22,1,7,15,36,0,0,0,95,9,0,0,5,0,3,61,27,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::PluginFoldingStructureProvider ,3,3,1,2,1,0,1,0,21,2,16,1,1,0,1,11,5,0,,,,, 
org::eclipse::pde::internal::ui::templates::ide::HelloWorldTemplate ,12,5,1,11,55,0,3,13,81,11,80,0,1,0,8,35,13,0,,,,, 
org::eclipse::pde::internal::core::product::IntroInfo ,5,3,1,4,10,0,3,0,22,5,32,2,0,0,5,12,9,0,,,,, 
org::eclipse::pde::internal::ui::templates::PDETemplateSection ,27,4,19,8,36,25,6,7,63,9,72,0,1,0,2,47,21,0,,,,, 
