classname , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs ,,,,, 
org::eclipse::mylyn::internal::tasks::ui::preferences::Messages ,0,1,0,0,0,0,31,0,3,1,0,1,0,30,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::provisional::commons::ui::ScalingHyperlink ,2,1,1,1,15,1,2,0,47,6,0,1,0,0,4,14,12,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::Resolution ,10,1,9,1,66,0,10,0,45,12,18,5,0,0,12,14,14,0,,,,, 
org::eclipse::mylyn::bugzilla::deprecated::BugzillaRepositoryQuery ,4,4,3,1,6,0,1,3,14,4,75,1,0,0,4,5,4,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::markup::token::PatternEntityReferenceReplacementToken ,3,2,2,1,6,1,2,0,13,4,22,2,0,0,1,5,4,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::wizards::TaskDataImportWizardPage ,7,1,2,5,66,0,9,0,157,12,0,9,4,0,6,53,22,0,,,,, 
org::eclipse::mylyn::internal::jira::core::service::JiraClientData ,1,1,1,0,0,0,17,0,0,1,18,1,0,16,1,1,0,0,,,,, 
org::eclipse::mylyn::wikitext::ui::annotation::ClassAnnotation ,2,1,2,0,1,0,1,0,6,2,0,0,0,0,2,3,2,0,,,,, 
org::eclipse::mylyn::internal::tasks::bugs::actions::NewTaskFromMarkerHandler ,6,1,1,5,1,0,0,0,44,2,0,0,1,0,1,13,3,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::filter::ComponentFilter ,6,1,6,0,6,0,2,0,13,4,18,2,0,0,3,5,4,0,,,,, 
org::eclipse::mylyn::internal::context::ui::ContextUiImages ,8,1,5,3,6,0,14,0,37,4,9,4,2,0,2,19,8,2,,,,, 
org::eclipse::mylyn::internal::tasks::core::DefaultTaskMapping ,1,2,1,0,10,0,1,0,12,5,54,0,0,1,5,9,4,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::commands::OpenSelectedTaskHandler ,1,2,0,1,0,0,0,0,5,1,1,0,0,0,0,2,2,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::ComboSelectionDialog ,1,1,0,1,10,0,6,0,53,5,0,6,1,0,3,11,5,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::CompareAttachmentsAction ,4,1,0,4,10,0,2,0,65,5,0,2,1,0,3,19,9,0,,,,, 
org::eclipse::mylyn::zest::core::viewers::internal::AbstractStructuredGraphViewer ,15,2,4,11,861,1,6,0,407,42,2,6,0,0,18,271,106,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::OfflineDataStore ,1,1,0,1,15,0,6,0,19,6,18,6,0,0,6,7,6,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::builder::MultiplexingDocumentBuilder ,1,2,0,1,171,0,1,1,92,19,27,1,0,0,19,40,19,0,,,,, 
org::eclipse::mylyn::internal::wikitext::tasks::ui::actions::ToggleActiveFoldingEditorActionDelegate ,1,1,0,1,6,0,0,0,15,4,9,0,1,0,3,10,4,0,,,,, 
org::eclipse::mylyn::internal::web::tasks::WebContentProposalProvider ,6,1,2,4,6,0,2,0,78,4,9,2,1,0,3,22,5,0,,,,, 
org::eclipse::mylyn::internal::wikitext::tasks::ui::WikiTextTasksUiPlugin ,13,1,4,9,28,0,6,0,51,8,0,3,0,0,7,29,15,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::ScheduleDatePicker ,9,1,5,4,66,0,9,0,112,12,0,9,3,0,9,31,14,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::UncategorizedTaskContainer ,3,4,2,1,10,0,2,0,15,5,51,0,0,0,5,6,5,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::PreviewAttributeEditor ,4,2,0,4,15,0,4,0,187,6,32,4,4,0,2,21,14,1,,,,, 
org::eclipse::mylyn::wikitext::core::validation::DocumentLocalReferenceValidationRule ,8,2,1,7,3,5,0,0,29,3,11,0,0,0,2,16,6,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::actions::AddFavoriteAction ,4,2,0,4,3,0,2,0,60,3,2,2,1,0,2,21,6,0,,,,, 
org::eclipse::mylyn::internal::sandbox::dev::MylynDevPlugin ,2,1,0,2,6,0,3,0,18,4,0,2,0,0,4,8,4,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::views::ContextHierarchyView ,16,1,1,15,78,0,5,0,144,13,0,3,9,1,4,83,20,0,,,,, 
org::eclipse::mylyn::internal::hypertext::ui::editors::WebElementsEditorFactory ,2,1,0,2,15,0,0,0,20,6,9,0,0,0,6,9,7,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaAttributeMapper ,14,2,1,13,66,0,9,0,223,12,41,8,1,0,11,196,75,1,,,,, 
org::eclipse::mylyn::internal::tasks::ui::util::TaskDataSnapshotOperation ,3,2,2,1,1,0,0,0,9,2,13,0,0,0,1,7,2,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::views::RelatedElementsPopupDialog ,35,1,16,20,990,0,15,0,480,45,0,14,16,0,24,191,87,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::AddRepositoryAction ,11,1,4,7,15,0,4,0,56,6,0,3,0,0,6,30,12,1,,,,, 
org::eclipse::mylyn::internal::xplanner::ui::XPlannerRepositoryConnector ,33,2,3,32,351,0,3,0,400,27,36,2,6,0,21,175,66,1,,,,, 
org::eclipse::mylyn::internal::context::ui::wizards::ContextRetrieveWizard ,7,1,2,5,3,0,3,0,17,3,0,3,0,0,3,13,3,0,,,,, 
org::eclipse::mylyn::zest::core::widgets::internal::GraphLabel ,4,2,0,4,10,0,7,8,19,5,77,7,0,0,2,26,3,0,,,,, 
org::eclipse::mylyn::internal::pde::ui::PdeUiBridge ,9,2,0,9,45,0,1,0,188,10,16,1,1,0,9,59,34,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::util::TaskDataExportOperation ,12,1,4,8,6,1,5,0,59,4,9,5,0,0,2,37,9,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::actions::ToggleRelationshipProviderAction ,3,1,1,3,15,0,6,0,36,6,0,5,1,0,5,25,8,0,,,,, 
org::eclipse::mylyn::internal::jira::core::JiraFieldData ,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,,,, 
org::eclipse::mylyn::internal::wikitext::textile::core::validation::TextileReferenceValidationRule ,2,3,1,1,1,0,0,0,3,2,14,0,0,0,1,3,1,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorCommentPart ,13,2,0,13,66,0,13,1,225,12,19,12,6,0,5,98,28,1,,,,, 
org::eclipse::mylyn::internal::context::ui::wizards::Messages ,0,1,0,0,0,0,14,0,3,1,0,1,0,13,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::java::ui::editor::AbstractEditorHyperlinkDetector ,0,1,0,0,3,0,1,0,6,3,9,1,0,0,3,3,2,0,,,,, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::block::QuoteBlock ,10,3,1,9,15,0,4,4,72,6,43,3,2,0,4,42,21,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::actions::OpenActiveSearchQuickView ,3,1,0,3,6,0,1,0,26,4,9,1,0,0,4,12,6,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::preferences::Messages ,3,1,2,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1,,,,, 
org::eclipse::mylyn::internal::web::tasks::WebConnectorUi ,7,2,0,7,15,0,0,0,25,6,31,0,0,0,6,15,7,0,,,,, 
org::eclipse::mylyn::internal::jira::core::JiraClientFactory ,27,1,17,10,91,0,4,0,81,14,14,4,1,0,13,48,23,0,,,,, 
org::eclipse::mylyn::internal::jira::core::service::web::JiraWebSessionCallback ,6,1,3,3,10,13,4,0,36,5,9,4,0,0,4,15,11,0,,,,, 
org::eclipse::mylyn::internal::context::ui::actions::FocusTaskListAction ,10,2,2,8,66,0,4,8,117,12,26,4,1,0,7,47,22,1,,,,, 
org::eclipse::mylyn::wikitext::core::util::anttask::MarkupToDocbookTask ,13,2,1,12,105,0,6,0,160,15,12,5,2,0,13,94,27,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::properties::Messages ,0,1,0,0,0,0,2,0,3,1,0,1,0,1,1,2,1,0,,,,, 
org::eclipse::mylyn::tasks::ui::SynchronizeChangedTasksJob ,4,1,0,4,6,0,3,0,43,4,0,3,0,0,4,17,8,0,,,,, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::BangEscapeToken ,1,2,1,0,6,0,0,0,9,4,22,0,0,0,1,5,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::ScheduleTaskMenuContributor ,8,1,1,7,28,0,2,0,213,8,10,2,4,0,2,71,21,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::filter::RelativeDateRangeFilter ,4,2,2,2,36,0,5,0,43,9,19,5,0,0,8,23,11,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaClientManager ,15,1,10,6,28,0,1,0,41,8,13,1,1,0,6,25,11,1,,,,, 
org::eclipse::mylyn::internal::tasks::core::TaskRepositoriesExternalizer ,14,1,2,12,6,0,4,0,78,4,9,1,0,0,4,45,10,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::TasksReminderDialog ,6,1,0,6,21,0,8,0,114,7,0,8,2,0,1,40,16,0,,,,, 
org::eclipse::mylyn::internal::monitor::ui::WorkbenchUserActivityMonitor ,1,2,1,1,3,0,2,0,17,3,15,2,0,0,3,8,5,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::SparseCharSequence ,10,1,2,8,21,0,3,0,91,7,22,3,1,0,6,46,27,0,,,,, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::EscapePhraseModifier ,2,2,1,1,6,0,0,0,12,4,22,0,0,0,1,5,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorActionPart ,23,2,2,23,55,0,11,1,214,11,19,11,5,0,5,104,36,3,,,,, 
org::eclipse::mylyn::zest::layouts::constraints::BasicEdgeConstraints ,0,1,0,0,0,0,2,0,4,1,10,0,0,2,1,1,1,0,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::soap::RemoteValidationException ,1,2,0,1,21,0,3,0,40,7,25,3,0,0,7,12,12,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::IncomingTaskListContentProvider ,9,3,1,8,10,0,1,1,51,5,19,0,1,1,4,38,15,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::CloneTaskAction ,11,1,0,11,6,0,2,0,57,4,0,1,0,0,4,25,11,0,,,,, 
org::eclipse::mylyn::tasks::ui::TaskHyperlink ,16,1,13,3,21,0,3,0,27,7,9,3,0,0,7,11,8,0,,,,, 
org::eclipse::mylyn::internal::resources::ui::ResourcesUiPreferenceInitializer ,7,1,3,4,21,0,4,0,34,7,0,1,0,1,7,23,9,0,,,,, 
org::eclipse::mylyn::internal::compatibility::Messages ,0,1,0,0,0,0,4,0,3,1,0,1,0,3,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::xplanner::ui::XPlannerTaskDataHandler ,22,2,2,21,28,0,1,0,152,8,17,1,1,0,7,100,30,1,,,,, 
org::eclipse::mylyn::internal::tasks::core::DateRange ,26,1,23,3,91,2,3,0,87,14,9,2,0,0,14,49,33,0,,,,, 
org::eclipse::mylyn::internal::web::ui::WebUiUtil ,6,1,3,3,6,0,0,0,65,4,9,0,0,0,4,27,17,0,,,,, 
org::eclipse::mylyn::internal::jira::core::service::web::JiraWebClient ,28,1,10,19,325,0,1,0,602,26,9,1,11,0,14,135,101,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaQueryHit ,2,2,0,2,6,0,1,6,20,4,45,1,0,0,3,7,9,0,,,,, 
org::eclipse::mylyn::internal::context::core::SaxContextContentHandler ,9,1,1,8,6,0,8,0,77,4,51,6,0,0,4,24,13,1,,,,, 
org::eclipse::mylyn::internal::tasks::ui::commands::RemoteTaskSelectionDialog ,17,1,5,12,55,0,10,0,226,11,0,10,3,0,6,58,18,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::notifications::TaskListNotificationQueryIncoming ,4,3,0,4,3,0,0,2,19,3,42,0,0,0,3,7,7,0,,,,, 
org::eclipse::mylyn::wikitext::tests::ClassTraversal ,4,1,1,3,1,0,1,0,21,2,9,1,1,0,1,14,3,0,,,,, 
org::eclipse::mylyn::internal::trac::ui::TracSearchHandler ,6,2,1,5,3,0,0,0,21,3,11,0,0,0,3,14,2,0,,,,, 
org::eclipse::mylyn::tasks::core::TaskRepository ,231,1,220,12,1770,0,34,0,336,60,19,21,8,0,52,190,106,1,,,,, 
org::eclipse::mylyn::internal::jira::core::JiraField ,0,2,0,0,0,0,0,0,3,1,18,0,0,0,1,1,1,0,,,,, 
org::eclipse::mylyn::bugzilla::deprecated::BugzillaCompareStructureCreator ,3,1,1,2,15,0,0,0,30,6,9,0,0,0,6,9,9,0,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::soap::RemoteException ,3,1,3,0,21,3,3,0,40,7,9,3,0,0,7,10,12,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::SaxMultiBugReportContentHandler ,21,1,1,20,66,0,17,0,523,12,51,17,6,0,6,248,130,1,,,,, 
org::eclipse::mylyn::internal::tasks::ui::wizards::NewQueryWizard ,2,2,1,1,0,0,0,0,3,1,5,0,0,0,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::util::WikiTextUiResources ,2,1,2,0,0,0,3,0,12,1,9,1,0,0,1,4,2,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::IssueLink ,2,1,2,0,21,0,7,0,26,7,18,7,0,0,7,7,7,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::IssueType ,11,1,10,1,91,0,10,0,51,14,18,6,0,0,14,16,16,0,,,,, 
org::eclipse::mylyn::internal::tasks::bugs::AttributeTaskMapper ,10,1,5,5,10,0,1,0,25,5,9,1,0,0,5,16,8,1,,,,, 
org::eclipse::mylyn::internal::tasks::ui::util::SelectionProviderAdapter ,3,1,3,0,15,0,1,0,24,6,0,1,0,0,5,13,5,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::ContentOutlineTools ,2,1,2,0,1,0,1,0,24,2,9,0,0,0,2,12,8,0,,,,, 
org::eclipse::mylyn::internal::jira::core::service::soap::JiraSoapServiceLocator ,1,3,1,0,15,0,2,0,43,6,12,2,0,0,6,9,7,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSearchOperation ,0,1,0,0,15,0,8,0,41,6,9,8,0,0,6,11,7,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::dnd::DndConfigurationStrategy ,3,1,1,2,3,0,4,0,24,3,9,4,0,0,3,9,4,0,,,,, 
org::eclipse::mylyn::internal::xplanner::ui::editor::XPlannerUserStoryEditor ,22,1,1,21,210,0,9,0,301,21,0,9,8,0,11,122,30,1,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::JavaContextLabelProvider ,7,1,1,6,21,0,2,0,96,7,0,2,3,0,4,44,35,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::TaskDeactivateAction ,5,1,4,1,1,0,1,0,8,2,0,0,0,0,2,6,2,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::AbstractTaskRepositoryAction ,7,1,2,5,15,4,1,0,41,6,0,1,0,0,1,19,15,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskRepositoriesTableLabelProvider ,3,1,0,3,3,0,0,0,42,3,0,0,0,0,3,12,13,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::TaskArchiveFilter ,1,2,0,1,0,0,0,0,14,1,11,0,0,0,1,3,5,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskListToolTipHandler ,15,1,0,15,120,0,2,0,456,16,9,2,15,0,1,142,84,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::CommentActionGroup ,2,1,1,1,15,0,2,0,32,6,0,2,2,0,4,16,9,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::data::TaskDataState ,10,1,5,6,253,0,10,0,130,23,20,10,2,0,19,81,32,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::TaskListSortAction ,2,1,1,2,1,0,2,0,11,2,0,2,0,0,2,7,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::SynchronizeAllAction ,1,1,0,1,3,0,0,0,9,3,9,0,0,0,3,4,3,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::LinkAttributes ,6,2,6,0,10,0,2,0,12,5,20,2,0,0,5,5,4,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::ServerInfo ,10,1,9,1,153,0,9,0,52,18,18,9,0,0,18,20,17,0,,,,, 
org::eclipse::mylyn::internal::monitor::usage::editors::UsageSummaryReportEditorPart ,15,2,0,15,36,0,7,4,189,9,12,6,6,0,1,62,17,0,,,,, 
org::eclipse::mylyn::internal::sandbox::dev::IntrospectObjectAction ,14,1,0,14,3,0,1,0,64,3,9,1,0,0,3,32,13,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::viewer::AnnotationHyperlinkDetector ,7,1,2,5,6,1,0,0,50,4,9,0,0,0,2,25,14,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::wizards::NewLocalCategoryWizard ,1,1,0,1,3,0,0,0,10,3,0,0,0,0,3,6,3,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::commands::ShowQuickOutlineCommand ,1,1,0,1,0,0,1,0,14,1,0,0,0,0,1,7,4,1,,,,, 
org::eclipse::mylyn::internal::jira::core::model::filter::NobodyFilter ,2,2,2,0,1,0,1,0,3,2,19,1,0,0,1,3,1,0,,,,, 
org::eclipse::mylyn::internal::java::ui::editor::ActiveFoldingListener ,12,2,3,10,36,0,5,0,124,9,17,5,1,0,8,67,28,2,,,,, 
org::eclipse::mylyn::internal::tasks::ui::util::TaskComparator ,13,1,6,7,136,0,6,0,153,17,9,5,4,0,13,67,49,0,,,,, 
org::eclipse::mylyn::internal::tests::report::Build ,2,1,2,0,1,0,1,0,6,2,9,1,0,0,2,2,2,0,,,,, 
org::eclipse::mylyn::zest::layouts::constraints::LabelLayoutConstraint ,0,1,0,0,0,0,2,0,4,1,10,0,0,2,1,1,1,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaTaskEditorPageFactory ,6,2,1,5,15,1,0,4,25,6,17,0,0,0,6,15,9,0,,,,, 
org::eclipse::mylyn::internal::context::ui::actions::ContextActiveActionFilter ,2,1,0,2,0,0,0,0,3,1,9,0,0,0,1,3,1,0,,,,, 
org::eclipse::mylyn::internal::context::ui::actions::AbstractInterestManipulationAction ,6,1,0,6,28,4,5,0,74,8,9,1,0,0,4,33,15,0,,,,, 
org::eclipse::mylyn::internal::jira::core::TaskSchema ,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::DescendantSelector ,4,2,2,2,3,0,1,0,17,3,10,1,0,0,3,6,5,0,,,,, 
org::eclipse::mylyn::internal::wikitext::textile::core::block::PreformattedBlock ,8,3,1,7,6,0,6,4,42,4,43,5,0,0,4,20,13,0,,,,, 
org::eclipse::mylyn::internal::java::ui::search::Messages ,0,1,0,0,0,0,3,0,3,1,0,1,0,2,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::BugzillaResultMatchAdapter ,1,1,0,1,3,0,2,0,23,3,9,2,0,0,3,8,7,0,,,,, 
org::eclipse::mylyn::internal::context::ui::preferences::ContextUiPreferencePage ,2,1,0,2,36,0,5,0,111,9,0,5,1,0,7,24,10,0,,,,, 
org::eclipse::mylyn::internal::monitor::core::collection::DataOverviewCollector ,10,1,1,9,45,0,9,0,152,10,14,9,0,0,10,91,21,0,,,,, 
org::eclipse::mylyn::internal::web::ui::WebUiBridgePlugin ,12,1,6,7,45,0,5,0,51,10,0,4,2,0,8,26,13,0,,,,, 
org::eclipse::mylyn::internal::wikitext::textile::core::validation::Messages ,2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,0,,,,, 
org::eclipse::mylyn::internal::jira::ui::editor::JiraTaskEditorPageFactory ,6,2,0,6,15,0,0,4,26,6,17,0,0,0,6,16,9,0,,,,, 
org::eclipse::mylyn::internal::sandbox::dev::InterestDecrementAction ,0,2,0,0,1,0,0,4,6,2,17,0,0,0,1,2,2,0,,,,, 
upload::UsageAnalysis ,11,1,0,11,45,0,13,0,307,10,9,0,3,8,7,129,34,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::TaskActivityUtil ,28,1,26,4,435,0,2,0,194,30,9,2,1,0,27,106,39,0,,,,, 
org::eclipse::mylyn::internal::context::ui::actions::TaskContextAction ,3,1,0,3,1,2,1,0,21,2,0,0,0,0,1,9,5,0,,,,, 
org::eclipse::mylyn::internal::resources::ui::ResourceChangeMonitor ,10,1,3,8,21,0,2,0,70,7,9,2,0,0,7,28,20,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::markup::Block ,44,2,42,2,21,37,1,4,15,7,36,1,0,0,6,11,5,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::hyperlinks::DefaultResourceHyperlink ,2,1,1,1,15,0,2,0,40,6,9,2,1,0,5,12,7,0,,,,, 
org::eclipse::mylyn::internal::xplanner::core::Messages ,0,1,0,0,0,0,6,0,2,1,0,1,1,5,0,1,1,0,,,,, 
org::eclipse::mylyn::internal::jira::core::service::FilterDefinitionConverter ,40,1,5,35,105,0,29,0,461,15,9,29,11,0,4,259,108,1,,,,, 
org::eclipse::mylyn::internal::team::ui::ContextActiveChangeSetManager ,20,3,1,19,91,0,7,1,199,14,21,7,3,0,9,97,42,1,,,,, 
org::eclipse::mylyn::internal::trac::core::model::TracSeverity ,3,2,3,0,0,0,1,0,3,1,23,1,0,0,1,1,1,0,,,,, 
org::eclipse::mylyn::internal::trac::ui::TracHyperlinkDetector ,4,2,0,4,1,0,0,0,9,2,4,0,0,0,1,6,4,0,,,,, 
org::eclipse::mylyn::internal::context::ui::views::ContextNodeOpenListener ,10,1,4,6,21,0,1,0,39,7,9,1,1,0,6,21,10,0,,,,, 
org::eclipse::mylyn::internal::xplanner::core::service::XPlannerService ,3,2,3,0,3,2,0,0,10,3,55,0,0,0,3,3,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::AbstractChangeCompletionAction ,3,1,0,3,1,0,0,0,32,2,0,0,0,0,0,7,6,0,,,,, 
org::eclipse::mylyn::internal::team::ccvs::Messages ,0,1,0,0,0,0,4,0,3,1,0,1,0,3,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorNewCommentPart ,4,3,0,4,1,1,0,1,9,2,31,0,0,0,2,11,2,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaRepositoryConnector ,47,2,17,32,406,0,11,0,417,29,36,8,3,0,26,230,85,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::RepositoryTextViewer ,0,1,0,0,21,0,2,0,31,7,0,2,0,0,6,14,11,1,,,,, 
org::eclipse::mylyn::internal::context::ui::actions::InterestIncrementAction ,0,2,0,0,0,0,0,4,3,1,17,0,0,0,0,1,1,0,,,,, 
org::eclipse::mylyn::tasks::ui::editors::LayoutHint ,1,1,1,0,1,0,3,0,17,2,9,0,0,2,2,2,8,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::Messages ,3,1,2,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1,,,,, 
org::eclipse::mylyn::internal::bugs::java::AbstractHyperlinkDetector ,1,1,1,0,3,1,1,0,6,3,9,1,0,0,3,3,2,0,,,,, 
org::xplanner::soap::XPlanner::XPlannerSoapBindingStub ,1,2,0,1,946,0,5,0,1831,44,46,4,5,1,38,398,136,0,,,,, 
org::eclipse::mylyn::internal::context::ui::commands::AttachContextHandler ,1,2,0,1,0,0,0,1,13,1,2,0,0,0,0,8,4,1,,,,, 
org::eclipse::mylyn::internal::trac::core::util::TracXmlRpcClientRequest ,2,1,2,0,1,0,1,0,7,2,0,1,0,0,2,2,2,0,,,,, 
org::eclipse::mylyn::internal::wikitext::confluence::core::phrase::SimpleWrappedPhraseModifier ,5,2,2,4,21,1,5,0,44,7,22,4,1,0,1,18,9,0,,,,, 
org::eclipse::mylyn::internal::monitor::usage::UsageStatisticsSummary ,6,1,6,0,10,0,2,0,12,5,9,2,0,0,5,6,4,0,,,,, 
org::eclipse::mylyn::zest::layouts::progress::ProgressEvent ,2,1,2,0,3,0,2,0,10,3,9,0,0,2,3,3,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::sync::SubmitTaskJob ,15,3,1,14,10,0,8,0,61,5,10,8,1,0,3,33,8,1,,,,, 
org::eclipse::mylyn::wikitext::core::parser::builder::HtmlDocumentBuilder ,34,3,9,25,1770,2,16,4,611,60,36,16,11,0,42,369,175,1,,,,, 
org::eclipse::mylyn::internal::wikitext::twiki::core::block::HeadingBlock ,10,3,1,9,3,0,2,4,32,3,43,2,0,0,3,20,7,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::notifications::Messages ,0,1,0,0,0,0,8,0,3,1,0,1,0,7,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::jira::core::service::web::rss::JiraRssReader ,8,1,1,7,1,0,2,0,16,2,9,2,0,0,2,12,2,0,,,,, 
org::eclipse::mylyn::internal::examples::jira::JiraClientExample ,10,1,0,10,0,0,1,0,32,1,9,1,0,0,1,25,2,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::DisconnectRepositoryAction ,7,1,1,6,3,0,3,0,28,3,0,2,0,0,3,15,6,1,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::SearchForRepositoryTask ,0,1,0,0,6,0,0,0,9,4,0,0,0,0,4,7,4,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::notifications::TaskListNotifier ,13,1,2,11,15,0,3,0,62,6,12,3,0,0,6,35,15,0,,,,, 
org::eclipse::mylyn::internal::sandbox::dev::InterestDebuggingDecorator ,7,1,0,7,15,0,0,0,44,6,9,0,0,0,6,19,12,0,,,,, 
org::eclipse::mylyn::monitor::ui::AbstractPartTracker ,7,1,6,1,21,1,0,0,6,7,9,0,0,0,7,11,2,0,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteComponent ,1,3,0,1,15,0,3,0,38,6,52,3,0,0,6,10,11,0,,,,, 
org::eclipse::mylyn::internal::wikitext::core::Messages ,2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::workingsets::TaskWorkingSetElementAdapter ,2,1,0,2,3,0,0,0,22,3,9,0,1,0,2,9,6,0,,,,, 
org::eclipse::mylyn::internal::trac::core::model::TracComment ,2,1,2,0,91,0,6,0,41,14,9,6,0,0,14,14,14,0,,,,, 
org::eclipse::mylyn::wikitext::ui::viewer::MarkupViewerConfiguration ,1,3,1,0,0,1,0,1,3,1,15,0,0,0,1,1,1,0,,,,, 
org::eclipse::mylyn::internal::monitor::ui::PerspectiveChangeMonitor ,5,1,2,3,21,0,5,0,42,7,0,0,1,0,6,32,8,0,,,,, 
